>SAMEA6262319.contig00014 len=105750
>SAMN33406766.contig00092 len=6887
>SAMN33406766.contig00094 len=6291
>SAMN33406766.contig00095 len=5919
>SAMN33406766.contig00099 len=4817
>SAMN33406766.contig00103 len=3855
>SAMN33406766.contig00104 len=3844
>SAMN33406766.contig00109 len=2606
>SAMN33406766.contig00137 len=1064
>SAMN33406769.contig00003 len=415952
>SAMN33406769.contig00017 len=171870
>SAMN33406769.contig00018 len=163549
>SAMN33406769.contig00020 len=140499
>SAMN33406769.contig00021 len=121527
>SAMN33406769.contig00028 len=73521
>SAMN33406769.contig00031 len=64908
>SAMN33406769.contig00034 len=51292
>SAMN33406769.contig00040 len=26908
>SAMN33406769.contig00042 len=24221
>SAMN33406769.contig00044 len=18522
>SAMN33406769.contig00048 len=12838
>SAMN33406769.contig00049 len=12272
>SAMN33406769.contig00052 len=7144
>SAMN33406769.contig00054 len=5919
>SAMN33406769.contig00055 len=5886
>SAMN33406769.contig00056 len=5411
>SAMN33406769.contig00057 len=5192
>SAMN33406769.contig00058 len=5052
>SAMN33406769.contig00059 len=4817
>SAMN33406769.contig00064 len=3844
>SAMN33406769.contig00065 len=3783
>SAMN33406769.contig00068 len=3161
>SAMN33406769.contig00071 len=2606
>SAMN33406769.contig00074 len=2361
>SAMN33406770.contig00007 len=241138
>SAMN33406770.contig00008 len=226665
>SAMN33406770.contig00011 len=181884
>SAMN33406770.contig00049 len=33326
>SAMN33406770.contig00051 len=29279
>SAMN33406770.contig00052 len=25879
>SAMN33406770.contig00055 len=15608
>SAMN33406770.contig00056 len=11069
>SAMN33406770.contig00060 len=6743
>SAMN33406770.contig00061 len=6072
>SAMN33406770.contig00062 len=5655
>SAMN33406770.contig00063 len=5635
>SAMN33406770.contig00069 len=4570
>SAMN33406770.contig00070 len=4544
>SAMN33406770.contig00071 len=4420
>SAMN33406770.contig00072 len=4420
>SAMN33406771.contig00018 len=172696
>SAMN33406771.contig00019 len=135676
>SAMN33406771.contig00021 len=113133
>SAMN33406771.contig00024 len=88066
>SAMN33406771.contig00027 len=61597
>SAMN33406771.contig00028 len=54182
>SAMN33406771.contig00036 len=12098
>SAMN33406771.contig00037 len=9436
>SAMN33406772.contig00013 len=177844
>SAMN33406772.contig00014 len=157248
>SAMN33406772.contig00016 len=132999
>SAMN33406772.contig00017 len=125162
>SAMN33406772.contig00026 len=88786
>SAMN33406772.contig00028 len=86677
>SAMN33406772.contig00029 len=84763
>SAMN33406772.contig00035 len=54895
>SAMN33406772.contig00044 len=31727
>SAMN33406772.contig00046 len=28807
>SAMN33406772.contig00050 len=14820
>SAMN33406772.contig00052 len=13342
>SAMN33406772.contig00055 len=9509
>SAMN33406772.contig00056 len=6555
>SAMN33406772.contig00057 len=6553
>SAMN33406772.contig00059 len=5595
>SAMN33406772.contig00060 len=5396
>SAMN33406772.contig00064 len=3284
>SAMN33406781.contig00007 len=229379
>SAMN33406781.contig00013 len=171906
>SAMN33406781.contig00014 len=163477
>SAMN33406781.contig00018 len=140499
>SAMN33406781.contig00033 len=67763
>SAMN33406781.contig00034 len=65145
>SAMN33406781.contig00039 len=58492
>SAMN33406781.contig00045 len=51312
>SAMN33406781.contig00047 len=46521
>SAMN33406781.contig00052 len=31198
>SAMN33406781.contig00053 len=30102
>SAMN33406781.contig00054 len=24095
>SAMN33406781.contig00060 len=12272
>SAMN33406781.contig00066 len=6402
>SAMN33406781.contig00067 len=5919
>SAMN33406781.contig00068 len=5886
>SAMN33406781.contig00071 len=5192
>SAMN33406781.contig00072 len=4817
>SAMN33406781.contig00075 len=3783
>SAMN33406781.contig00078 len=3161
>SAMN33406782.contig00006 len=229317
>SAMN33406782.contig00016 len=161558
>SAMN33406782.contig00018 len=136085
>SAMN33406782.contig00021 len=121470
>SAMN33406782.contig00037 len=72060
>SAMN33406782.contig00038 len=67726
>SAMN33406782.contig00040 len=64908
>SAMN33406782.contig00044 len=52168
>SAMN33406782.contig00052 len=45588
>SAMN33406782.contig00055 len=40727
>SAMN33406782.contig00059 len=31199
>SAMN33406782.contig00061 len=29831
>SAMN33406782.contig00063 len=27800
>SAMN33406782.contig00064 len=24206
>SAMN33406782.contig00072 len=12272
>SAMN33406782.contig00076 len=9477
>SAMN33406782.contig00078 len=7514
>SAMN33406782.contig00080 len=7351
>SAMN33406782.contig00082 len=6723
>SAMN33406782.contig00084 len=5919
>SAMN33406782.contig00086 len=5192
>SAMN33406782.contig00088 len=4817
>SAMN33406782.contig00094 len=3783
>SAMN33406782.contig00097 len=3161
>SAMN33406782.contig00102 len=2361
>SAMN33406784.contig00003 len=229466
>SAMN33406784.contig00015 len=111626
>SAMN33406784.contig00017 len=102385
>SAMN33406784.contig00020 len=96157
>SAMN33406784.contig00033 len=67710
>SAMN33406784.contig00035 len=66360
>SAMN33406784.contig00043 len=52729
>SAMN33406784.contig00047 len=51380
>SAMN33406784.contig00051 len=49880
>SAMN33406784.contig00054 len=45813
>SAMN33406784.contig00055 len=45588
>SAMN33406784.contig00056 len=45061
>SAMN33406784.contig00070 len=34138
>SAMN33406784.contig00074 len=31199
>SAMN33406784.contig00076 len=29979
>SAMN33406784.contig00079 len=28626
>SAMN33406784.contig00084 len=24206
>SAMN33406784.contig00092 len=17829
>SAMN33406784.contig00102 len=12272
>SAMN33406784.contig00108 len=9488
>SAMN33406784.contig00109 len=9477
>SAMN33406784.contig00112 len=7981
>SAMN33406784.contig00115 len=7247
>SAMN33406784.contig00118 len=6723
>SAMN33406784.contig00121 len=5919
>SAMN33406784.contig00124 len=5192
>SAMN33406784.contig00125 len=5167
>SAMN33406784.contig00128 len=4817
>SAMN33406784.contig00135 len=3783
>SAMN33406784.contig00138 len=3161
>SAMN33406784.contig00144 len=2361
>SAMN33406787.contig00011 len=229352
>SAMN33406787.contig00017 len=136629
>SAMN33406787.contig00019 len=119524
>SAMN33406787.contig00036 len=67716
>SAMN33406787.contig00038 len=64914
>SAMN33406787.contig00039 len=60094
>SAMN33406787.contig00042 len=55364
>SAMN33406787.contig00044 len=52217
>SAMN33406787.contig00046 len=51288
>SAMN33406787.contig00048 len=45588
>SAMN33406787.contig00062 len=12272
>SAMN33406787.contig00063 len=9413
>SAMN33406787.contig00069 len=6723
>SAMN33406787.contig00070 len=5919
>SAMN33406787.contig00073 len=5411
>SAMN33406787.contig00074 len=5192
>SAMN33406787.contig00075 len=4817
>SAMN33406787.contig00082 len=3783
>SAMN33406787.contig00085 len=3161
>SAMN33406787.contig00090 len=2361
>SAMN33406788.contig00010 len=250235
>SAMN33406788.contig00011 len=220896
>SAMN33406788.contig00015 len=168987
>SAMN33406788.contig00016 len=161289
>SAMN33406788.contig00019 len=140499
>SAMN33406788.contig00022 len=98696
>SAMN33406788.contig00034 len=67650
>SAMN33406788.contig00035 len=64908
>SAMN33406788.contig00040 len=52141
>SAMN33406788.contig00041 len=51246
>SAMN33406788.contig00042 len=46521
>SAMN33406788.contig00047 len=31199
>SAMN33406788.contig00050 len=24095
>SAMN33406788.contig00061 len=12272
>SAMN33406788.contig00065 len=6402
>SAMN33406788.contig00067 len=5919
>SAMN33406788.contig00068 len=5886
>SAMN33406788.contig00071 len=5411
>SAMN33406788.contig00072 len=5192
>SAMN33406788.contig00074 len=4817
>SAMN33406788.contig00077 len=3783
>SAMN33406788.contig00081 len=3161
>SAMN33406788.contig00083 len=2361
>SAMN33406791.contig00006 len=347133
>SAMN33406791.contig00010 len=249644
>SAMN33406791.contig00016 len=165878
>SAMN33406791.contig00019 len=132190
>SAMN33406791.contig00025 len=85891
>SAMN33406791.contig00027 len=61501
>SAMN33406791.contig00029 len=51258
>SAMN33406791.contig00033 len=28272
>SAMN33406791.contig00040 len=8649
>SAMN33406791.contig00043 len=6180
>SAMN33406791.contig00044 len=5254
>SAMN33406798.contig00009 len=214932
>SAMN33406798.contig00013 len=171137
>SAMN33406798.contig00017 len=141758
>SAMN33406798.contig00023 len=96159
>SAMN33406798.contig00035 len=64908
>SAMN33406798.contig00037 len=54972
>SAMN33406798.contig00038 len=51296
>SAMN33406798.contig00051 len=26929
>SAMN33406798.contig00053 len=22295
>SAMN33406798.contig00054 len=22187
>SAMN33406798.contig00055 len=21736
>SAMN33406798.contig00056 len=17859
>SAMN33406798.contig00063 len=13899
>SAMN33406798.contig00065 len=12272
>SAMN33406798.contig00067 len=8490
>SAMN33406798.contig00069 len=6414
>SAMN33406798.contig00070 len=5919
>SAMN33406798.contig00077 len=4817
>SAMN33406824.contig00006 len=266121
>SAMN33406824.contig00011 len=197948
>SAMN33406824.contig00018 len=169460
>SAMN33406824.contig00020 len=140395
>SAMN33406824.contig00022 len=121549
>SAMN33406824.contig00029 len=91711
>SAMN33406824.contig00038 len=67763
>SAMN33406824.contig00039 len=66232
>SAMN33406824.contig00044 len=45565
>SAMN33406824.contig00052 len=18421
>SAMN33406824.contig00056 len=12272
>SAMN33406824.contig00057 len=9449
>SAMN33406824.contig00061 len=6291
>SAMN33406824.contig00062 len=5920
>SAMN33406824.contig00066 len=4817
>SAMN33406824.contig00073 len=2361
>SAMN33406832.contig00001 len=537402
>SAMN33406832.contig00016 len=168987
>SAMN33406832.contig00017 len=157012
>SAMN33406832.contig00018 len=140499
>SAMN33406832.contig00024 len=99423
>SAMN33406832.contig00032 len=73521
>SAMN33406832.contig00036 len=65257
>SAMN33406832.contig00043 len=46521
>SAMN33406832.contig00046 len=25376
>SAMN33406832.contig00047 len=24206
>SAMN33406832.contig00054 len=12272
>SAMN33406832.contig00056 len=9477
>SAMN33406832.contig00058 len=7144
>SAMN33406832.contig00062 len=5919
>SAMN33406832.contig00063 len=5411
>SAMN33406832.contig00064 len=5321
>SAMN33406832.contig00065 len=5192
>SAMN33406832.contig00067 len=4817
>SAMN33406832.contig00071 len=4050
>SAMN33406832.contig00072 len=3783
>SAMN33406832.contig00075 len=3161
>SAMN33406836.contig00005 len=226959
>SAMN33406836.contig00007 len=211196
>SAMN33406836.contig00024 len=117353
>SAMN33406836.contig00025 len=116372
>SAMN33406836.contig00049 len=40272
>SAMN33406836.contig00056 len=16076
>SAMN33406836.contig00057 len=14795
>SAMN33406836.contig00058 len=12634
>SAMN33406836.contig00063 len=8418
>SAMN33406836.contig00065 len=7791
>SAMN33406836.contig00069 len=6072
>SAMN33406836.contig00070 len=5902
>SAMN33406836.contig00071 len=5701
>SAMN33406836.contig00077 len=4616
>SAMN33406836.contig00078 len=4570
>SAMN33406836.contig00079 len=4544
>SAMN33406836.contig00080 len=4420
>SAMN33406836.contig00083 len=3143
>SAMN33406836.contig00126 len=473
>SAMN33406836.contig00157 len=333
>SAMN33406839.contig00008 len=265870
>SAMN33406839.contig00010 len=215154
>SAMN33406839.contig00015 len=171169
>SAMN33406839.contig00020 len=125365
>SAMN33406839.contig00030 len=64908
>SAMN33406839.contig00033 len=54972
>SAMN33406839.contig00035 len=52074
>SAMN33406839.contig00036 len=51313
>SAMN33406839.contig00045 len=27841
>SAMN33406839.contig00046 len=25593
>SAMN33406839.contig00048 len=17859
>SAMN33406839.contig00054 len=13899
>SAMN33406839.contig00055 len=12272
>SAMN33406839.contig00059 len=6291
>SAMN33406839.contig00060 len=5919
>SAMN33406839.contig00064 len=4817
>SAMN33406840.contig00014 len=158394
>SAMN33406840.contig00017 len=145167
>SAMN33406840.contig00020 len=121694
>SAMN33406840.contig00021 len=119589
>SAMN33406840.contig00027 len=88549
>SAMN33406840.contig00031 len=84338
>SAMN33406840.contig00034 len=72472
>SAMN33406840.contig00037 len=67800
>SAMN33406840.contig00040 len=65145
>SAMN33406840.contig00048 len=52153
>SAMN33406840.contig00049 len=51308
>SAMN33406840.contig00056 len=38968
>SAMN33406840.contig00063 len=27994
>SAMN33406840.contig00064 len=25442
>SAMN33406840.contig00066 len=24228
>SAMN33406840.contig00070 len=17936
>SAMN33406840.contig00077 len=12272
>SAMN33406840.contig00082 len=7541
>SAMN33406840.contig00086 len=6402
>SAMN33406840.contig00089 len=5919
>SAMN33406840.contig00090 len=5886
>SAMN33406840.contig00091 len=5411
>SAMN33406840.contig00092 len=5192
>SAMN33406840.contig00093 len=5109
>SAMN33406840.contig00095 len=4817
>SAMN33406840.contig00099 len=4051
>SAMN33406840.contig00100 len=3783
>SAMN33406840.contig00104 len=3161
>SAMN33406840.contig00107 len=2361
>SAMN33406844.contig00003 len=537402
>SAMN33406844.contig00009 len=250988
>SAMN33406844.contig00015 len=169460
>SAMN33406844.contig00018 len=140499
>SAMN33406844.contig00020 len=99492
>SAMN33406844.contig00029 len=73521
>SAMN33406844.contig00032 len=64908
>SAMN33406844.contig00037 len=46521
>SAMN33406844.contig00041 len=29984
>SAMN33406844.contig00042 len=24206
>SAMN33406844.contig00044 len=18522
>SAMN33406844.contig00048 len=12904
>SAMN33406844.contig00049 len=12272
>SAMN33406844.contig00051 len=9477
>SAMN33406844.contig00054 len=7144
>SAMN33406844.contig00056 len=6464
>SAMN33406844.contig00057 len=5959
>SAMN33406844.contig00058 len=5411
>SAMN33406844.contig00059 len=5192
>SAMN33406844.contig00061 len=4817
>SAMN33406844.contig00064 len=3783
>SAMN33406844.contig00067 len=3161
>SAMN33406844.contig00072 len=2361
>SAMN33406848.contig00012 len=169832
>SAMN33406848.contig00015 len=145206
>SAMN33406848.contig00029 len=92280
>SAMN33406848.contig00040 len=75802
>SAMN33406848.contig00044 len=67758
>SAMN33406848.contig00046 len=64908
>SAMN33406848.contig00053 len=51285
>SAMN33406848.contig00055 len=48346
>SAMN33406848.contig00056 len=46674
>SAMN33406848.contig00057 len=45736
>SAMN33406848.contig00063 len=32673
>SAMN33406848.contig00064 len=31199
>SAMN33406848.contig00066 len=30029
>SAMN33406848.contig00067 len=27800
>SAMN33406848.contig00068 len=26477
>SAMN33406848.contig00072 len=24095
>SAMN33406848.contig00074 len=21603
>SAMN33406848.contig00076 len=20423
>SAMN33406848.contig00081 len=15488
>SAMN33406848.contig00084 len=12272
>SAMN33406848.contig00087 len=10244
>SAMN33406848.contig00088 len=9965
>SAMN33406848.contig00089 len=9222
>SAMN33406848.contig00090 len=8621
>SAMN33406848.contig00093 len=7514
>SAMN33406848.contig00096 len=7144
>SAMN33406848.contig00100 len=6325
>SAMN33406848.contig00101 len=6315
>SAMN33406848.contig00102 len=6076
>SAMN33406848.contig00103 len=5959
>SAMN33406848.contig00105 len=5708
>SAMN33406848.contig00107 len=5427
>SAMN33406848.contig00108 len=5192
>SAMN33406848.contig00110 len=4817
>SAMN33406848.contig00112 len=4352
>SAMN33406848.contig00113 len=4324
>SAMN33406848.contig00116 len=4185
>SAMN33406848.contig00117 len=3863
>SAMN33406848.contig00118 len=3783
>SAMN33406848.contig00120 len=3518
>SAMN33406848.contig00123 len=3161
>SAMN33406848.contig00125 len=2924
>SAMN33406848.contig00168 len=909
>SAMN33406848.contig00182 len=639
>SAMN33406848.contig00185 len=582
>SAMN33406852.contig00008 len=233109
>SAMN33406852.contig00013 len=177242
>SAMN33406852.contig00016 len=152640
>SAMN33406852.contig00029 len=82450
>SAMN33406852.contig00033 len=67120
>SAMN33406852.contig00036 len=50290
>SAMN33406852.contig00041 len=34908
>SAMN33406852.contig00043 len=33839
>SAMN33406852.contig00044 len=29756
>SAMN33406852.contig00047 len=23531
>SAMN33406852.contig00048 len=21810
>SAMN33406852.contig00056 len=12365
>SAMN33406852.contig00057 len=11560
>SAMN33406852.contig00061 len=6083
>SAMN33406852.contig00067 len=3456
>SAMN33406858.contig00002 len=538166
>SAMN33406858.contig00016 len=171848
>SAMN33406858.contig00018 len=140499
>SAMN33406858.contig00034 len=73521
>SAMN33406858.contig00036 len=64908
>SAMN33406858.contig00045 len=32799
>SAMN33406858.contig00046 len=27841
>SAMN33406858.contig00048 len=24206
>SAMN33406858.contig00050 len=18522
>SAMN33406858.contig00054 len=12904
>SAMN33406858.contig00055 len=12272
>SAMN33406858.contig00056 len=7927
>SAMN33406858.contig00061 len=6464
>SAMN33406858.contig00062 len=5919
>SAMN33406858.contig00063 len=5411
>SAMN33406858.contig00064 len=5192
>SAMN33406858.contig00065 len=5168
>SAMN33406858.contig00067 len=4817
>SAMN33406858.contig00071 len=3783
>SAMN33406858.contig00075 len=3161
>SAMN33406858.contig00085 len=1597
>SAMN33406863.contig00009 len=138296
>SAMN33406863.contig00012 len=119277
>SAMN33406863.contig00019 len=90864
>SAMN33406863.contig00026 len=75776
>SAMN33406863.contig00027 len=74891
>SAMN33406863.contig00033 len=69078
>SAMN33406863.contig00038 len=64390
>SAMN33406863.contig00048 len=55448
>SAMN33406863.contig00049 len=48179
>SAMN33406863.contig00072 len=32335
>SAMN33406863.contig00074 len=31199
>SAMN33406863.contig00075 len=29928
>SAMN33406863.contig00091 len=22048
>SAMN33406863.contig00099 len=17817
>SAMN33406863.contig00100 len=17777
>SAMN33406863.contig00105 len=15769
>SAMN33406863.contig00112 len=14636
>SAMN33406863.contig00114 len=14476
>SAMN33406863.contig00116 len=13393
>SAMN33406863.contig00118 len=12861
>SAMN33406863.contig00120 len=12381
>SAMN33406863.contig00121 len=12272
>SAMN33406863.contig00122 len=11835
>SAMN33406863.contig00123 len=11572
>SAMN33406863.contig00132 len=10129
>SAMN33406863.contig00133 len=10037
>SAMN33406863.contig00135 len=9769
>SAMN33406863.contig00151 len=7927
>SAMN33406863.contig00153 len=7758
>SAMN33406863.contig00154 len=7748
>SAMN33406863.contig00156 len=7444
>SAMN33406863.contig00159 len=6723
>SAMN33406863.contig00166 len=5919
>SAMN33406863.contig00170 len=5411
>SAMN33406863.contig00173 len=5192
>SAMN33406863.contig00181 len=3968
>SAMN33406863.contig00185 len=3783
>SAMN33406863.contig00193 len=3161
>SAMN33406863.contig00198 len=2667
>SAMN33406863.contig00203 len=2361
>SAMN33406866.contig00006 len=168538
>SAMN33406866.contig00009 len=145128
>SAMN33406866.contig00028 len=67685
>SAMN33406866.contig00042 len=52482
>SAMN33406866.contig00045 len=51384
>SAMN33406866.contig00046 len=50537
>SAMN33406866.contig00055 len=45863
>SAMN33406866.contig00063 len=40838
>SAMN33406866.contig00076 len=32037
>SAMN33406866.contig00078 len=31199
>SAMN33406866.contig00082 len=30050
>SAMN33406866.contig00083 len=29957
>SAMN33406866.contig00086 len=27841
>SAMN33406866.contig00090 len=26140
>SAMN33406866.contig00093 len=24133
>SAMN33406866.contig00094 len=24095
>SAMN33406866.contig00097 len=23413
>SAMN33406866.contig00100 len=22065
>SAMN33406866.contig00101 len=21767
>SAMN33406866.contig00112 len=15804
>SAMN33406866.contig00121 len=14661
>SAMN33406866.contig00130 len=12272
>SAMN33406866.contig00144 len=8556
>SAMN33406866.contig00147 len=7929
>SAMN33406866.contig00149 len=7435
>SAMN33406866.contig00159 len=6415
>SAMN33406866.contig00162 len=5982
>SAMN33406866.contig00163 len=5886
>SAMN33406866.contig00165 len=5411
>SAMN33406866.contig00166 len=5192
>SAMN33406866.contig00171 len=4817
>SAMN33406866.contig00179 len=4043
>SAMN33406866.contig00182 len=3783
>SAMN33406866.contig00187 len=3161
>SAMN33406866.contig00190 len=2805
>SAMN33406866.contig00196 len=2361
>SAMN33406867.contig00002 len=537402
>SAMN33406867.contig00007 len=303663
>SAMN33406867.contig00018 len=168744
>SAMN33406867.contig00026 len=73521
>SAMN33406867.contig00028 len=64908
>SAMN33406867.contig00032 len=55511
>SAMN33406867.contig00034 len=45588
>SAMN33406867.contig00037 len=12272
>SAMN33406867.contig00042 len=6291
>SAMN33406867.contig00043 len=6199
>SAMN33406867.contig00044 len=5919
>SAMN33406867.contig00046 len=5192
>SAMN33406867.contig00050 len=3783
>SAMN33406867.contig00054 len=3161
>SAMN33406867.contig00056 len=2361
>SAMN33406868.contig00005 len=289930
>SAMN33406868.contig00006 len=272160
