sample_accession	run_accession	assembly_accession	assembly_seqkit_sum	asm_pipe_filter	asm_fasta_on_osf	dataset	scientific_name	sylph_species_pre_202505	in_hq_pre_202505	sylph_species	sylph_filter	hq_filter	osf_tarball_filename	osf_tarball_url	aws_url	comments
SAMN33406848	SRR23609159	ERZ26478785	seqkit.v0.1_DLS_k0_7ced710659290a44c25854d86319cfb3	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406848.fa.gz	
SAMN33406852	SRR23609155	ERZ26478807	seqkit.v0.1_DLS_k0_8ca791afebaa96793d0c879ea564f08e	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406852.fa.gz	
SAMN33406858	SRR23609148	ERZ26478838	seqkit.v0.1_DLS_k0_38691ee1ca228d615144e59e1750fd11	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406858.fa.gz	
SAMN33406863	SRR23609359	ERZ26478865	seqkit.v0.1_DLS_k0_dd521817b597127192758a19d7d5b32f	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406863.fa.gz	
SAMN33406866	SRR23609355	ERZ26478882	seqkit.v0.1_DLS_k0_67c0584fecc2f41bf60bb3ef84763efa	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406866.fa.gz	
SAMN33406867	SRR23609354	ERZ26478887	seqkit.v0.1_DLS_k0_a1be968437afb542c4b19db62f9d838a	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406867.fa.gz	
SAMN33406868	SRR23609353	ERZ26478893	seqkit.v0.1_DLS_k0_6a99b993394ff13aea6fa01b91b20662	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406868.fa.gz	
SAMN33406873	SRR23609348	ERZ26478920	seqkit.v0.1_DLS_k0_08766e7d1714f730c8e14bd389939573	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406873.fa.gz	
SAMN33406880	SRR23609340	ERZ26478959	seqkit.v0.1_DLS_k0_dca54f10e45a7d81509d606bc9f6a42c	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406880.fa.gz	
SAMN33406882	SRR23609290	ERZ26478969	seqkit.v0.1_DLS_k0_769b1eaf7c7e64c3a5e6df7ad5d3ef01	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406882.fa.gz	
SAMN33406883	SRR23609289	ERZ26478974	seqkit.v0.1_DLS_k0_69710d59bd5925043eae2db3e59a9a5d	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406883.fa.gz	
SAMN33406888	SRR23609283	ERZ26478999	seqkit.v0.1_DLS_k0_0e1e63834524f0a73367e8f8593786b2	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406888.fa.gz	
SAMN33406892	SRR23609279	ERZ26479020	seqkit.v0.1_DLS_k0_0a0eddd443ce0329aebeebb3ecd662fe	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406892.fa.gz	
SAMN33406893	SRR23609278	ERZ26479026	seqkit.v0.1_DLS_k0_a096fedef27ce1754c4f7d8c2444e969	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406893.fa.gz	
SAMN33406895	SRR23609274	ERZ26479036	seqkit.v0.1_DLS_k0_52497658679f26855d205e5290f462a8	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406895.fa.gz	
SAMN33406903	SRR23609218	ERZ26479076	seqkit.v0.1_DLS_k0_6468beaa6671ed5a7fc2643ea7309696	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406903.fa.gz	
SAMN33406906	SRR23609214	ERZ26479092	seqkit.v0.1_DLS_k0_8b069ee3d3da498cbcb0f4add8807450	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406906.fa.gz	
SAMN33406909	SRR23609211	ERZ26479107	seqkit.v0.1_DLS_k0_c21afb8d484bfa2020819351a09a4202	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406909.fa.gz	
SAMN33406913	SRR23609207	ERZ26479127	seqkit.v0.1_DLS_k0_b1b25b5e37c0362f040a1656f51428c0	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406913.fa.gz	
SAMN33406914	SRR23609205	ERZ26479132	seqkit.v0.1_DLS_k0_ed576f8ea63f2894fc2b8a78c6cff5c9	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406914.fa.gz	
SAMN33406915	SRR23609204	ERZ26479137	seqkit.v0.1_DLS_k0_de24216675da5fc684d38ccc7aa578b9	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406915.fa.gz	
SAMN33406922	SRR23609197	ERZ26479176	seqkit.v0.1_DLS_k0_74db79e832c40fc411403ac7a5efbad5	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406922.fa.gz	
SAMN33406928	SRR23609142	ERZ26479206	seqkit.v0.1_DLS_k0_61cb418ea38312c869f1c0db5d09d5dc	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406928.fa.gz	
SAMN33406929	SRR23609141	ERZ26479211	seqkit.v0.1_DLS_k0_60871bd83488aedbd3108a91313b0b36	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406929.fa.gz	
SAMN33406933	SRR23609137	ERZ26479232	seqkit.v0.1_DLS_k0_9d38ab4cf84f71e3f30685fc56306b84	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406933.fa.gz	
SAMN33406934	SRR23609135	ERZ26479237	seqkit.v0.1_DLS_k0_032bbe6faf9bd6287747b08688a5f84e	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406934.fa.gz	
SAMN33406936	SRR23609133	ERZ26479247	seqkit.v0.1_DLS_k0_63636641b1414122b2f2c15b6eacbf88	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33406936.fa.gz	
SAMN33414784	SRR23597744	ERZ26479289	seqkit.v0.1_DLS_k0_b0c0d40fef5b584d8c2a58faf9a6d4e3	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33414784.fa.gz	
SAMN33414799	SRR23597737	ERZ26479314	seqkit.v0.1_DLS_k0_fbb1dc740205f8ead5b88afddb374747	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33414799.fa.gz	
SAMN33415760	SRR23587231	ERZ26479319	seqkit.v0.1_DLS_k0_bb8f0d89e6d75ce790319f10bb11b152	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415760.fa.gz	
SAMN33415761	SRR23587230	ERZ26479324	seqkit.v0.1_DLS_k0_37d0ce2e7c1b71f2fe195d80ccdf9b20	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415761.fa.gz	
SAMN33415762	SRR23587219	ERZ26479329	seqkit.v0.1_DLS_k0_86864362f0e0fe7edc988a9904b63815	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415762.fa.gz	
SAMN33415763	SRR23587213	ERZ26479333	seqkit.v0.1_DLS_k0_7e7def5c10f3fee5d0323db745095537	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415763.fa.gz	
SAMN33415764	SRR23587212	ERZ26479339	seqkit.v0.1_DLS_k0_de378ee3c0bc75e7322075a0ef6d8086	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415764.fa.gz	
SAMN33415765	SRR23587211	ERZ26479344	seqkit.v0.1_DLS_k0_baba6c2f838223fcecdd3653a0a5b55d	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415765.fa.gz	
SAMN33415766	SRR23587210	ERZ26479348	seqkit.v0.1_DLS_k0_46c734a22b5502cdfc4a4f95e5b31b42	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415766.fa.gz	
SAMN33415767	SRR23587209	ERZ26479353	seqkit.v0.1_DLS_k0_6ab96bdd30509f765a28b43f4e27bab8	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415767.fa.gz	
SAMN33415768	SRR23587208	ERZ26479359	seqkit.v0.1_DLS_k0_ee9200a6d3ff46ab255da7bf5179e754	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415768.fa.gz	
SAMN33415769	SRR23587207	ERZ26479364	seqkit.v0.1_DLS_k0_162152e782a6c1cb428d86f437609be8	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415769.fa.gz	
SAMN33415770	SRR23587229	ERZ26479370	seqkit.v0.1_DLS_k0_5e16cd0fc245ba730d7a0c034ac5b3cd	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415770.fa.gz	
SAMN33415771	SRR23587228	ERZ26479375	seqkit.v0.1_DLS_k0_79c6a55c700f3cbbcbaee01dcc93893d	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415771.fa.gz	
SAMN33415772	SRR23587227	ERZ26479380	seqkit.v0.1_DLS_k0_1663d8bf52cfcaa07312620e4b581a4c	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415772.fa.gz	
SAMN33415773	SRR23587226	ERZ26479384	seqkit.v0.1_DLS_k0_6dedfe28e69960917e42e27a018c78cf	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415773.fa.gz	
SAMN33415774	SRR23587225	ERZ26479389	seqkit.v0.1_DLS_k0_f9fee7c8949cc25653d58dc6237371c3	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415774.fa.gz	
SAMN33415775	SRR23587224	ERZ26479394	seqkit.v0.1_DLS_k0_4fc635c90f78693e41cf31fcb0c31eb5	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415775.fa.gz	
SAMN33415776	SRR23587223	ERZ26479399	seqkit.v0.1_DLS_k0_849143c6f2d9e8ca24dfb88129649a48	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415776.fa.gz	
SAMN33415777	SRR23587222	ERZ26479404	seqkit.v0.1_DLS_k0_30431eb2dfff69b31f6653e53e3b3c81	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415777.fa.gz	
SAMN33415778	SRR23587221	ERZ26479409	seqkit.v0.1_DLS_k0_a0edd258d8c928f4b3a608168ef464f8	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415778.fa.gz	
SAMN33415779	SRR23587220	ERZ26479414	seqkit.v0.1_DLS_k0_a2113772bdc4de6ca4feb969d76954ba	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415779.fa.gz	
SAMN33415780	SRR23587218	ERZ26479419	seqkit.v0.1_DLS_k0_b49dc003b91eb46b55a0333f3ae22a5e	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415780.fa.gz	
SAMN33415781	SRR23587217	ERZ26479424	seqkit.v0.1_DLS_k0_d3983192497a99cac46ec8aff7e4f80e	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415781.fa.gz	
SAMN33415782	SRR23587216	ERZ26479428	seqkit.v0.1_DLS_k0_48fd0746c77cd21b6e0d4e6c4b5a9822	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415782.fa.gz	
SAMN33415783	SRR23587215	ERZ26479433	seqkit.v0.1_DLS_k0_1e6eb47c1ca254a50a21a9cd85ec43e1	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415783.fa.gz	
SAMN33415784	SRR23587214	ERZ26479438	seqkit.v0.1_DLS_k0_24c2de3922c863943196f8f9d1aa1bd3	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33415784.fa.gz	
SAMN33423831	SRR23597787	ERZ26479507	seqkit.v0.1_DLS_k0_eeeff906d87354840ab402937eb8285c	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33423831.fa.gz	
SAMN33569864	SRR23686944	ERZ26479968	seqkit.v0.1_DLS_k0_b5036ae6e08b552ff2c58c58f5d8c0e8	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33569864.fa.gz	
SAMN33569865	SRR23686941	ERZ26479973	seqkit.v0.1_DLS_k0_3ff6190096a1f361e4027b7b63da90ae	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33569865.fa.gz	
SAMN33569872	SRR23686934	ERZ26479978	seqkit.v0.1_DLS_k0_1cba2ddd9c1adb9a9c4311b3f156e250	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33569872.fa.gz	
SAMN33735527	SRR23892401	ERZ26481534	seqkit.v0.1_DLS_k0_00dcd9df9d61a35245ac4174870b4055	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33735527.fa.gz	
